miRNA,Target_Gene,Is_DEG,DEG_Expression_Direction,Predicted_Regulatory_Relationship,Database,Evidence_Type,miRNA_log2FC,miRNA_Direction,miRNA_pvalue,Target_log2FC,Target_Direction,Target_padj,Relationship_Category
hsa-miR-3667-3p,AFF1,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,2.095,Up-regulated,0.049103777,-1.025,Down-regulated,0.027523925,Consistent_Inhibition
hsa-miR-3667-3p,NTRK2,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,2.095,Up-regulated,0.049103777,1.822,Up-regulated,0.018697048,Inconsistent_Both_Up
hsa-miR-3667-3p,HIGD2B,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,2.095,Up-regulated,0.049103777,-22.523,Down-regulated,1.63e-05,Consistent_Inhibition
hsa-miR-3667-3p,ZBTB16,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,2.095,Up-regulated,0.049103777,1.28,Up-regulated,0.017810079,Inconsistent_Both_Up
hsa-miR-3667-3p,VSIG10L2,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,2.095,Up-regulated,0.049103777,24.311,Up-regulated,1.65e-06,Inconsistent_Both_Up
hsa-miR-3667-3p,SLC6A2,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,2.095,Up-regulated,0.049103777,-1.535,Down-regulated,0.037251845,Consistent_Inhibition
hsa-miR-3667-3p,ZBTB47,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,2.095,Up-regulated,0.049103777,0.701,Up-regulated,0.046518873,Inconsistent_Both_Up
hsa-miR-3667-3p,TTBK2,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,2.095,Up-regulated,0.049103777,-0.85,Down-regulated,0.022233693,Consistent_Inhibition
hsa-miR-3667-3p,ZNF507,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,2.095,Up-regulated,0.049103777,-0.543,Down-regulated,0.037422409,Consistent_Inhibition
hsa-miR-3667-3p,ARRDC2,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,2.095,Up-regulated,0.049103777,0.805,Up-regulated,0.046134188,Inconsistent_Both_Up
hsa-miR-3667-3p,LUZP4,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,2.095,Up-regulated,0.049103777,19.883,Up-regulated,0.000250002,Inconsistent_Both_Up
hsa-miR-3667-3p,GYPC,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,2.095,Up-regulated,0.049103777,1.063,Up-regulated,0.000248806,Inconsistent_Both_Up
hsa-miR-3667-3p,KIAA0319,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,2.095,Up-regulated,0.049103777,-1.521,Down-regulated,0.015789562,Consistent_Inhibition
hsa-miR-3667-3p,CEP85,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,2.095,Up-regulated,0.049103777,-0.978,Down-regulated,0.037838615,Consistent_Inhibition
hsa-miR-3667-3p,HES6,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,2.095,Up-regulated,0.049103777,0.861,Up-regulated,0.024695349,Inconsistent_Both_Up
hsa-miR-3667-3p,AGPAT5,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,2.095,Up-regulated,0.049103777,-0.918,Down-regulated,0.002170178,Consistent_Inhibition
hsa-miR-3667-3p,SLC30A1,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,2.095,Up-regulated,0.049103777,-0.64,Down-regulated,0.026340182,Consistent_Inhibition
hsa-miR-3667-3p,TREML2,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,2.095,Up-regulated,0.049103777,-1.865,Down-regulated,0.042149404,Consistent_Inhibition
hsa-miR-3667-3p,SLC38A1,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,2.095,Up-regulated,0.049103777,-0.883,Down-regulated,0.048990101,Consistent_Inhibition
hsa-miR-3667-3p,SHISA9,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,2.095,Up-regulated,0.049103777,20.753,Up-regulated,0.000137665,Inconsistent_Both_Up
hsa-miR-3667-3p,NANOGNB,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,2.095,Up-regulated,0.049103777,-16.522,Down-regulated,0.008699258,Consistent_Inhibition
hsa-miR-3667-3p,FKBP5,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,2.095,Up-regulated,0.049103777,1.114,Up-regulated,0.035206414,Inconsistent_Both_Up
hsa-miR-3667-3p,GNE,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,2.095,Up-regulated,0.049103777,-0.865,Down-regulated,0.018439981,Consistent_Inhibition
hsa-miR-3667-3p,GEM,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,2.095,Up-regulated,0.049103777,0.554,Up-regulated,0.041995061,Inconsistent_Both_Up
hsa-miR-3667-3p,LMOD1,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,2.095,Up-regulated,0.049103777,0.921,Up-regulated,0.01197074,Inconsistent_Both_Up
hsa-miR-3667-3p,STK39,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,2.095,Up-regulated,0.049103777,0.664,Up-regulated,0.041575164,Inconsistent_Both_Up
hsa-miR-3667-3p,CCN2,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,2.095,Up-regulated,0.049103777,0.95,Up-regulated,0.004894708,Inconsistent_Both_Up
hsa-miR-3667-3p,NDN,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,2.095,Up-regulated,0.049103777,0.781,Up-regulated,0.005332758,Inconsistent_Both_Up
hsa-miR-3667-3p,HYAL2,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,2.095,Up-regulated,0.049103777,0.784,Up-regulated,0.019227908,Inconsistent_Both_Up
hsa-miR-3667-3p,TSC22D3,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,2.095,Up-regulated,0.049103777,0.897,Up-regulated,0.022027507,Inconsistent_Both_Up
hsa-miR-3667-3p,SLC28A2,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,2.095,Up-regulated,0.049103777,1.397,Up-regulated,0.015617351,Inconsistent_Both_Up
hsa-miR-3667-3p,PRLHR,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,2.095,Up-regulated,0.049103777,17.092,Up-regulated,0.005174159,Inconsistent_Both_Up
hsa-miR-3667-3p,CCDC9B,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,2.095,Up-regulated,0.049103777,0.779,Up-regulated,0.042408159,Inconsistent_Both_Up
hsa-miR-3667-3p,INPP5F,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,2.095,Up-regulated,0.049103777,-0.529,Down-regulated,0.037251845,Consistent_Inhibition
hsa-miR-3667-3p,FAM167A,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,2.095,Up-regulated,0.049103777,-1.405,Down-regulated,0.006705888,Consistent_Inhibition
hsa-miR-3667-3p,RIPOR2,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,2.095,Up-regulated,0.049103777,-1.033,Down-regulated,0.017201477,Consistent_Inhibition
hsa-miR-3667-3p,SSTR2,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,2.095,Up-regulated,0.049103777,1.634,Up-regulated,0.02918502,Inconsistent_Both_Up
hsa-miR-3667-3p,SERPINA1,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,2.095,Up-regulated,0.049103777,1.042,Up-regulated,0.045545931,Inconsistent_Both_Up
hsa-miR-3667-3p,SYNPR,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,2.095,Up-regulated,0.049103777,-3.584,Down-regulated,0.007083146,Consistent_Inhibition
hsa-miR-3667-3p,NSMF,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,2.095,Up-regulated,0.049103777,0.679,Up-regulated,0.049062508,Inconsistent_Both_Up
hsa-miR-3667-3p,JDP2,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,2.095,Up-regulated,0.049103777,0.713,Up-regulated,0.02935565,Inconsistent_Both_Up
hsa-miR-3667-3p,ATOH8,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,2.095,Up-regulated,0.049103777,1.103,Up-regulated,0.022027507,Inconsistent_Both_Up
hsa-miR-3667-3p,KCNE4,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,2.095,Up-regulated,0.049103777,0.752,Up-regulated,0.04414703,Inconsistent_Both_Up
hsa-miR-3667-3p,ANKS4B,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,2.095,Up-regulated,0.049103777,6.205,Up-regulated,0.049102047,Inconsistent_Both_Up
hsa-miR-3667-3p,CLDN4,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,2.095,Up-regulated,0.049103777,-0.807,Down-regulated,0.04951724,Consistent_Inhibition
hsa-miR-3667-3p,AVPR1B,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,2.095,Up-regulated,0.049103777,-16.522,Down-regulated,0.008699258,Consistent_Inhibition
hsa-miR-3667-3p,ZBTB8A,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,2.095,Up-regulated,0.049103777,0.686,Up-regulated,0.030104933,Inconsistent_Both_Up
hsa-miR-3667-3p,IL2RA,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,2.095,Up-regulated,0.049103777,0.927,Up-regulated,0.041520614,Inconsistent_Both_Up
hsa-miR-3667-3p,IL12B,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,2.095,Up-regulated,0.049103777,-1.699,Down-regulated,0.032387046,Consistent_Inhibition
hsa-miR-3667-3p,GPAT2,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,2.095,Up-regulated,0.049103777,1.601,Up-regulated,0.028816961,Inconsistent_Both_Up
hsa-miR-3667-3p,C4orf50,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,2.095,Up-regulated,0.049103777,30.0,Up-regulated,2.79e-10,Inconsistent_Both_Up
hsa-miR-3667-3p,RABGAP1L,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,2.095,Up-regulated,0.049103777,-0.665,Down-regulated,0.022027507,Consistent_Inhibition
hsa-miR-3667-3p,IFI27,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,2.095,Up-regulated,0.049103777,0.763,Up-regulated,0.020108749,Inconsistent_Both_Up
hsa-miR-3667-3p,TAB3,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,2.095,Up-regulated,0.049103777,-0.635,Down-regulated,0.049102047,Consistent_Inhibition
hsa-miR-3667-3p,OASL,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,2.095,Up-regulated,0.049103777,1.201,Up-regulated,0.0126152,Inconsistent_Both_Up
hsa-miR-3667-3p,NNMT,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,2.095,Up-regulated,0.049103777,0.804,Up-regulated,0.000391705,Inconsistent_Both_Up
hsa-miR-3667-3p,SNCA,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,2.095,Up-regulated,0.049103777,1.012,Up-regulated,0.049644775,Inconsistent_Both_Up
hsa-miR-3667-3p,TMEM158,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,2.095,Up-regulated,0.049103777,1.297,Up-regulated,0.003610167,Inconsistent_Both_Up
hsa-miR-3667-3p,PIMREG,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,2.095,Up-regulated,0.049103777,1.325,Up-regulated,0.044282799,Inconsistent_Both_Up
hsa-miR-3667-3p,KLF9,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,2.095,Up-regulated,0.049103777,0.998,Up-regulated,0.019307154,Inconsistent_Both_Up
hsa-miR-3667-3p,GREM2,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,2.095,Up-regulated,0.049103777,-1.109,Down-regulated,0.04241884,Consistent_Inhibition
hsa-miR-3667-3p,IFITM10,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,2.095,Up-regulated,0.049103777,2.173,Up-regulated,0.010622604,Inconsistent_Both_Up
hsa-miR-3667-3p,PRSS23,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,2.095,Up-regulated,0.049103777,0.817,Up-regulated,0.020328259,Inconsistent_Both_Up
hsa-miR-3667-3p,CCN1,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,2.095,Up-regulated,0.049103777,0.926,Up-regulated,0.036503324,Inconsistent_Both_Up
hsa-miR-3667-3p,F3,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,2.095,Up-regulated,0.049103777,0.763,Up-regulated,0.011462858,Inconsistent_Both_Up
hsa-miR-3667-3p,CCN4,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,2.095,Up-regulated,0.049103777,1.135,Up-regulated,0.003365874,Inconsistent_Both_Up
hsa-miR-3667-3p,DMTN,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,2.095,Up-regulated,0.049103777,1.044,Up-regulated,0.025052034,Inconsistent_Both_Up
hsa-miR-3667-3p,ADAMTS15,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,2.095,Up-regulated,0.049103777,0.816,Up-regulated,0.019723562,Inconsistent_Both_Up
hsa-miR-3667-3p,F11,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,2.095,Up-regulated,0.049103777,25.598,Up-regulated,2.64e-07,Inconsistent_Both_Up
hsa-miR-3667-3p,MAT1A,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,2.095,Up-regulated,0.049103777,2.175,Up-regulated,0.012766614,Inconsistent_Both_Up
hsa-miR-3667-3p,IL32,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,2.095,Up-regulated,0.049103777,0.782,Up-regulated,0.022249828,Inconsistent_Both_Up
hsa-miR-3667-3p,CGB7,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,2.095,Up-regulated,0.049103777,-1.776,Down-regulated,0.016675677,Consistent_Inhibition
hsa-miR-3667-3p,SIX4,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,2.095,Up-regulated,0.049103777,-0.764,Down-regulated,0.009851754,Consistent_Inhibition
hsa-miR-3667-3p,LHX8,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,2.095,Up-regulated,0.049103777,29.911,Up-regulated,2.79e-10,Inconsistent_Both_Up
hsa-miR-3667-3p,C2CD3,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,2.095,Up-regulated,0.049103777,-0.732,Down-regulated,0.031468958,Consistent_Inhibition
hsa-miR-3667-3p,LIMCH1,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,2.095,Up-regulated,0.049103777,-1.057,Down-regulated,0.034785373,Consistent_Inhibition
hsa-miR-3667-3p,RUNDC3A,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,2.095,Up-regulated,0.049103777,1.09,Up-regulated,0.019277937,Inconsistent_Both_Up
hsa-miR-3667-3p,RAI14,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,2.095,Up-regulated,0.049103777,-0.765,Down-regulated,0.030000808,Consistent_Inhibition
hsa-miR-3667-3p,TPBG,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,2.095,Up-regulated,0.049103777,-0.849,Down-regulated,0.033227815,Consistent_Inhibition
hsa-miR-3667-3p,GAGE12E,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,2.095,Up-regulated,0.049103777,24.341,Up-regulated,1.65e-06,Inconsistent_Both_Up
hsa-miR-3667-3p,GAGE2A,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,2.095,Up-regulated,0.049103777,23.359,Up-regulated,5.82e-06,Inconsistent_Both_Up
hsa-miR-3667-3p,NLRP4,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,2.095,Up-regulated,0.049103777,19.863,Up-regulated,0.000250002,Inconsistent_Both_Up
hsa-miR-3667-3p,ARID5A,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,2.095,Up-regulated,0.049103777,0.503,Up-regulated,0.031164211,Inconsistent_Both_Up
hsa-miR-3667-3p,CRH,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,2.095,Up-regulated,0.049103777,-1.964,Down-regulated,0.031409519,Consistent_Inhibition
hsa-miR-3667-3p,KCNIP1,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,2.095,Up-regulated,0.049103777,2.249,Up-regulated,0.011133387,Inconsistent_Both_Up
hsa-miR-3667-3p,GAGE1,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,2.095,Up-regulated,0.049103777,24.205,Up-regulated,1.88e-06,Inconsistent_Both_Up
hsa-miR-3667-3p,BCL6,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,2.095,Up-regulated,0.049103777,-0.869,Down-regulated,0.04241884,Consistent_Inhibition
hsa-miR-3667-3p,RNF39,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,2.095,Up-regulated,0.049103777,-1.132,Down-regulated,0.04132271,Consistent_Inhibition
hsa-miR-3667-3p,PARP3,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,2.095,Up-regulated,0.049103777,0.758,Up-regulated,0.010494703,Inconsistent_Both_Up
hsa-miR-3667-3p,BEX1,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,2.095,Up-regulated,0.049103777,-2.997,Down-regulated,0.011133387,Consistent_Inhibition
hsa-miR-3667-3p,AKR1B10,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,2.095,Up-regulated,0.049103777,3.479,Up-regulated,0.035816856,Inconsistent_Both_Up
hsa-miR-3667-3p,KCNK10,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,2.095,Up-regulated,0.049103777,19.728,Up-regulated,0.000288762,Inconsistent_Both_Up
hsa-miR-3667-3p,CYP19A1,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,2.095,Up-regulated,0.049103777,-1.344,Down-regulated,0.017938909,Consistent_Inhibition
hsa-miR-3667-3p,BNIPL,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,2.095,Up-regulated,0.049103777,-1.263,Down-regulated,0.009412156,Consistent_Inhibition
hsa-miR-3667-3p,SPATC1L,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,2.095,Up-regulated,0.049103777,-0.876,Down-regulated,0.035816856,Consistent_Inhibition
hsa-miR-3667-3p,CGB5,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,2.095,Up-regulated,0.049103777,-1.951,Down-regulated,0.02061737,Consistent_Inhibition
hsa-miR-3667-3p,CGB8,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,2.095,Up-regulated,0.049103777,-2.101,Down-regulated,0.00704024,Consistent_Inhibition
hsa-miR-6877-3p,RIPOR2,Yes,Down-regulated,Expression inhibition ↑↓,miRTarBase,Validated,30.0,Up-regulated,8.66e-14,-1.033,Down-regulated,0.017201477,Consistent_Inhibition
hsa-miR-6877-3p,RNF39,Yes,Down-regulated,Expression inhibition ↑↓,miRTarBase,Validated,30.0,Up-regulated,8.66e-14,-1.132,Down-regulated,0.04132271,Consistent_Inhibition
hsa-miR-223-3p,F3,Yes,Up-regulated,Inconsistent pattern ↑↑,miRTarBase,Validated,0.588,Up-regulated,0.006138789,0.763,Up-regulated,0.011462858,Inconsistent_Both_Up
hsa-miR-373-3p,ANKS4B,Yes,Up-regulated,Expression derepression ↓↑,miRTarBase,Validated,-1.206,Down-regulated,0.006269512,6.205,Up-regulated,0.049102047,Consistent_Derepression
hsa-miR-373-3p,APOH,Yes,Up-regulated,Expression derepression ↓↑,miRTarBase,Validated,-1.206,Down-regulated,0.006269512,25.115,Up-regulated,5.95e-07,Consistent_Derepression
hsa-miR-373-3p,GATA6,Yes,Up-regulated,Expression derepression ↓↑,miRTarBase,Validated,-1.206,Down-regulated,0.006269512,0.751,Up-regulated,0.028084916,Consistent_Derepression
hsa-miR-373-3p,MICA,Yes,Up-regulated,Expression derepression ↓↑,miRTarBase,Validated,-1.206,Down-regulated,0.006269512,0.756,Up-regulated,0.035018768,Consistent_Derepression
hsa-miR-373-3p,RABGAP1L,Yes,Down-regulated,Inconsistent pattern ↓↓,miRTarBase,Validated,-1.206,Down-regulated,0.006269512,-0.665,Down-regulated,0.022027507,Inconsistent_Both_Down
hsa-miR-574-3p,KCNK10,Yes,Up-regulated,Inconsistent pattern ↑↑,miRTarBase,Validated,0.722,Up-regulated,0.006791029,19.728,Up-regulated,0.000288762,Inconsistent_Both_Up
hsa-miR-1299,C8A,Yes,Up-regulated,Expression derepression ↓↑,miRTarBase,Validated,-1.857,Down-regulated,0.007790494,19.831,Up-regulated,0.000250002,Consistent_Derepression
hsa-miR-4784,GATA6,Yes,Up-regulated,Inconsistent pattern ↑↑,miRTarBase,Validated,10.359,Up-regulated,0.010117283,0.751,Up-regulated,0.028084916,Inconsistent_Both_Up
hsa-miR-4784,HES6,Yes,Up-regulated,Inconsistent pattern ↑↑,miRTarBase,Validated,10.359,Up-regulated,0.010117283,0.861,Up-regulated,0.024695349,Inconsistent_Both_Up
hsa-miR-6859-5p,CLDN4,Yes,Down-regulated,Expression inhibition ↑↓,miRTarBase,Validated,1.477,Up-regulated,0.010639163,-0.807,Down-regulated,0.04951724,Consistent_Inhibition
hsa-miR-6859-5p,PLA2G5,Yes,Up-regulated,Inconsistent pattern ↑↑,miRTarBase,Validated,1.477,Up-regulated,0.010639163,0.728,Up-regulated,0.022249828,Inconsistent_Both_Up
hsa-miR-548x-3p,KCNK10,Yes,Up-regulated,Inconsistent pattern ↑↑,miRTarBase,Validated,4.151,Up-regulated,0.012058124,19.728,Up-regulated,0.000288762,Inconsistent_Both_Up
hsa-miR-548x-3p,MICA,Yes,Up-regulated,Inconsistent pattern ↑↑,miRTarBase,Validated,4.151,Up-regulated,0.012058124,0.756,Up-regulated,0.035018768,Inconsistent_Both_Up
hsa-miR-548x-3p,SIX4,Yes,Down-regulated,Expression inhibition ↑↓,miRTarBase,Validated,4.151,Up-regulated,0.012058124,-0.764,Down-regulated,0.009851754,Consistent_Inhibition
hsa-miR-1-3p,C1orf56,Yes,Down-regulated,Expression inhibition ↑↓,miRTarBase,Validated,0.589,Up-regulated,0.012920135,-0.759,Down-regulated,0.014721034,Consistent_Inhibition
hsa-miR-1-3p,C8A,Yes,Up-regulated,Inconsistent pattern ↑↑,miRTarBase,Validated,0.589,Up-regulated,0.012920135,19.831,Up-regulated,0.000250002,Inconsistent_Both_Up
hsa-miR-1-3p,DMTN,Yes,Up-regulated,Inconsistent pattern ↑↑,miRTarBase,Validated,0.589,Up-regulated,0.012920135,1.044,Up-regulated,0.025052034,Inconsistent_Both_Up
hsa-miR-1-3p,FAM167A,Yes,Down-regulated,Expression inhibition ↑↓,miRTarBase,Validated,0.589,Up-regulated,0.012920135,-1.405,Down-regulated,0.006705888,Consistent_Inhibition
hsa-miR-1-3p,GATA6,Yes,Up-regulated,Inconsistent pattern ↑↑,miRTarBase,Validated,0.589,Up-regulated,0.012920135,0.751,Up-regulated,0.028084916,Inconsistent_Both_Up
hsa-miR-1-3p,INPP5F,Yes,Down-regulated,Expression inhibition ↑↓,miRTarBase,Validated,0.589,Up-regulated,0.012920135,-0.529,Down-regulated,0.037251845,Consistent_Inhibition
hsa-miR-1-3p,OASL,Yes,Up-regulated,Inconsistent pattern ↑↑,miRTarBase,Validated,0.589,Up-regulated,0.012920135,1.201,Up-regulated,0.0126152,Inconsistent_Both_Up
hsa-miR-1-3p,RABGAP1L,Yes,Down-regulated,Expression inhibition ↑↓,miRTarBase,Validated,0.589,Up-regulated,0.012920135,-0.665,Down-regulated,0.022027507,Consistent_Inhibition
hsa-miR-3940-5p,ANKS4B,Yes,Up-regulated,Expression derepression ↓↑,miRTarBase,Validated,-1.495,Down-regulated,0.014044858,6.205,Up-regulated,0.049102047,Consistent_Derepression
hsa-miR-301b-3p,MYLIP,Yes,Down-regulated,Inconsistent pattern ↓↓,miRTarBase,Validated,-0.737,Down-regulated,0.01645843,-0.6,Down-regulated,0.045067713,Inconsistent_Both_Down
hsa-miR-301b-3p,SSTR2,Yes,Up-regulated,Expression derepression ↓↑,miRTarBase,Validated,-0.737,Down-regulated,0.01645843,1.634,Up-regulated,0.02918502,Consistent_Derepression
hsa-miR-301b-3p,ZBTB16,Yes,Up-regulated,Expression derepression ↓↑,miRTarBase,Validated,-0.737,Down-regulated,0.01645843,1.28,Up-regulated,0.017810079,Consistent_Derepression
hsa-miR-301b-3p,ZBTB8A,Yes,Up-regulated,Expression derepression ↓↑,miRTarBase,Validated,-0.737,Down-regulated,0.01645843,0.686,Up-regulated,0.030104933,Consistent_Derepression
hsa-miR-450a-1-3p,FOXA2,Yes,Up-regulated,Inconsistent pattern ↑↑,miRTarBase,Validated,0.839,Up-regulated,0.016733648,26.653,Up-regulated,5.33e-08,Inconsistent_Both_Up
